time,nb_dead_node,nb_package
1,0,700
101,0,700
201,0,700
301,0,700
401,0,700
501,0,700
601,0,700
701,0,700
801,0,700
901,0,700
1001,0,700
1101,0,700
1201,0,700
1301,0,700
1401,0,700
1501,0,700
1601,0,700
1701,0,700
1801,0,700
1901,0,700
2001,0,700
2101,0,700
2201,0,700
2301,0,700
2401,0,700
2501,0,700
2601,0,700
2701,0,700
2801,0,700
2901,0,700
3001,0,700
3101,0,700
3201,0,700
3301,0,700
3401,0,700
3501,0,700
3601,0,700
3701,0,700
3801,0,700
3901,0,700
4001,0,700
4101,0,700
4201,0,700
4301,0,700
4401,0,700
4501,0,700
4601,0,700
4701,0,700
4801,0,700
4901,0,700
5001,0,700
5101,0,700
5201,0,700
5301,0,700
5401,0,700
5501,0,700
5601,0,700
5701,0,700
5801,0,700
5901,0,700
6001,0,700
6101,0,700
6201,0,700
6301,0,700
6401,0,700
6501,0,700
6601,0,700
6701,0,700
6801,0,700
6901,0,700
7001,0,700
7101,0,700
7201,0,700
7301,0,700
7401,0,700
7501,0,700
7601,0,700
7701,0,700
7801,0,700
7901,0,700
8001,0,700
8101,0,700
8201,0,700
8301,0,700
8401,0,700
8501,0,700
8601,0,700
8701,0,700
8801,0,700
8901,0,700
9001,0,700
9101,0,700
9201,0,700
9301,0,700
9401,0,700
9501,0,700
9601,0,700
9701,0,700
9801,0,700
9901,0,700
10001,0,700
10101,0,700
10201,0,700
10301,0,700
10401,0,700
10501,0,700
10601,0,700
10701,0,700
10801,0,700
10901,0,700
11001,0,700
11101,0,700
11201,0,700
11301,0,700
11401,0,700
11501,0,700
11601,0,700
11701,0,700
11801,0,700
11901,0,700
12001,0,700
12101,0,700
12201,0,700
12301,0,700
12401,0,700
12501,0,700
12601,0,700
12701,0,700
12801,0,700
12901,0,700
13001,0,700
13101,0,700
13201,0,700
13301,0,700
13401,0,700
13501,0,700
13601,0,700
13701,0,700
13801,0,700
13901,0,700
14001,0,700
14101,0,700
14201,0,700
14301,0,700
14401,0,700
14501,0,700
14601,0,700
14701,0,700
14801,0,700
14901,0,700
15001,0,700
15101,0,700
15201,0,700
15301,0,700
15401,0,700
15501,0,700
15601,0,700
15701,0,700
15801,0,700
15901,0,700
16001,0,700
16101,0,700
16201,0,700
16301,0,700
16401,0,700
16501,0,700
16601,0,700
16701,0,700
16801,0,700
16901,0,700
17001,0,700
17101,0,700
17201,0,700
17301,0,700
