time,nb_dead_node,nb_package
1,0,550
101,0,550
201,0,550
301,0,550
401,0,550
501,0,550
601,0,550
701,0,550
801,0,550
901,0,550
1001,0,550
1101,0,550
1201,0,550
1301,0,550
1401,0,550
1501,0,550
1601,0,550
1701,0,550
1801,0,550
1901,0,550
2001,0,550
2101,0,550
2201,0,550
2301,0,550
2401,0,550
2501,0,550
2601,0,550
2701,0,550
2801,0,550
2901,0,550
3001,0,550
3101,0,550
3201,0,550
3301,0,550
3401,0,550
3501,0,550
3601,0,550
3701,0,550
3801,0,550
3901,0,550
4001,0,550
4101,0,550
4201,0,550
4301,0,550
4401,0,550
4501,0,550
4601,0,550
4701,0,550
4801,0,550
4901,0,550
5001,0,550
5101,0,550
5201,0,550
5301,0,550
5401,0,550
5501,0,550
5601,0,550
5701,0,550
5801,0,550
5901,0,550
6001,0,550
6101,0,550
6201,0,550
6301,0,550
6401,0,550
6501,0,550
6601,0,550
6701,0,550
6801,0,550
6901,0,550
7001,0,550
7101,0,550
7201,0,550
7301,0,550
7401,0,550
7501,0,550
7601,0,550
7701,0,550
7801,0,550
7901,0,550
8001,0,550
8101,0,550
8201,0,550
8301,0,550
8401,0,550
8501,0,550
8601,0,550
8701,0,550
8801,0,550
8901,0,550
9001,0,550
9101,0,550
9201,0,550
9301,0,550
9401,0,550
9501,0,550
9601,0,550
9701,0,550
9801,0,550
9901,0,550
10001,0,550
10101,0,550
10201,0,550
10301,0,550
10401,0,550
10501,0,550
10601,0,550
10701,0,550
10801,0,550
10901,0,550
11001,0,550
11101,0,550
11201,0,550
11301,0,550
11401,0,550
11501,0,550
11601,0,550
11701,0,550
11801,0,550
11901,0,550
12001,0,550
12101,0,550
12201,0,550
12301,0,550
12401,0,550
12501,0,550
12601,0,550
12701,0,550
12801,0,550
12901,0,550
13001,0,550
13101,0,550
13201,0,550
13301,0,550
13401,0,550
13501,0,550
13601,0,550
13701,0,550
13801,0,550
13901,0,550
14001,0,550
14101,0,550
14201,0,550
14301,0,550
14401,0,550
14501,0,550
14601,0,550
14701,0,550
14801,0,550
14901,0,550
15001,0,550
15101,0,550
